ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Type of Surface water,Surface water fraction,Surface of the area (km^2),SPM concentration (mg/L),Depth (m),pH,Temperature (°C),Dissolved organic carbon (mg/L),"Name of river, estuary, lake, reservoir or sea",River basin name,Distance from the river source (km),Proxy pressures,Type of sampling depth
20331,JDS4,Real Sample,River water 05 Inn at Passau-Ingling below power station,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",11,Passau,Germany,48.557238,13.436065,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,16.0,,Danube River Basin,Danube River Basin,,,
20332,JDS4,Real Sample,River water 05 Inn at Passau-Ingling below power station,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",10,Passau,Germany,48.557238,13.436065,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,16.0,,Danube River Basin,Danube River Basin,,,
20333,JDS4,Real Sample,River water 04 Niederalteich - Muhlau,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",11,Deggendorf,Germany,48.772996,13.009893,,Whole water with determination on each separate phase (sum of all phases),,,0.1,6.07,27.6,,Danube River Basin,Danube River Basin,,,
20334,JDS4,Real Sample,River water 04 Niederalteich - Muhlau,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",10,Deggendorf,Germany,48.772996,13.009893,,Whole water with determination on each separate phase (sum of all phases),,,0.1,6.07,27.6,,Danube River Basin,Danube River Basin,,,
20335,JDS4,Real Sample,River water 03 Kelheim,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",11,Kelheim,Germany,48.916176,11.866875,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,23.5,,Danube River Basin,Danube River Basin,,,
20336,JDS4,Real Sample,River water 03 Kelheim,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",10,Kelheim,Germany,48.916176,11.866875,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,23.5,,Danube River Basin,Danube River Basin,,,
20337,JDS4,Real Sample,River water 02 Bittenbrunn 700m below power station,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Oberhausen,Germany,48.7347,11.144794,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.25,22.0,,Danube River Basin,Danube River Basin,,,
20338,JDS4,Real Sample,River water 02 Bittenbrunn 700m below power station,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Oberhausen,Germany,48.7347,11.144794,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.25,22.0,,Danube River Basin,Danube River Basin,,,
20339,JDS4,Real Sample,River water 01 Boefinger Halde,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",11,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.12,20.03,,Danube River Basin,Danube River Basin,,,
20340,JDS4,Real Sample,River water 01 Boefinger Halde,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",10,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.12,20.03,,Danube River Basin,Danube River Basin,,,
20863,JDS4,Real Sample,River water 40 Banatska Palanka - Bazias,"Sat, 07/06/2019 - 22:00","Sat, 06/01/2019 - 22:00",86,Sremska Mitrovica,Serbia,44.804779,21.380162,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.87,27.0,,Danube River Basin,Danube River Basin,,,
20864,JDS4,Real Sample,River water 39 Velika Morava mouth,"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",86,Sremska Mitrovica,Serbia,44.7114,21.035472,,Whole water with determination on each separate phase (sum of all phases),,,0.1,9.26,27.3,,Danube River Basin,Danube River Basin,,,
20865,JDS4,Real Sample,River water 38 Varvarin,"Sat, 07/06/2019 - 22:00","Sat, 06/01/2019 - 22:00",86,Sremska Mitrovica,Serbia,43.739599,21.368847,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.75,26.7,,Danube River Basin,Danube River Basin,,,
20866,JDS4,Real Sample,River water 37 Downstream Pancevo,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",86,Sremska Mitrovica,Serbia,44.812138,20.644889,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.86,27.8,,Danube River Basin,Danube River Basin,,,
20867,JDS4,Real Sample,River water 36 Jamena Sava mouth,"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",86,Sremska Mitrovica,Serbia,44.795293,20.420803,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.86,26.8,,Danube River Basin,Danube River Basin,,,
20868,JDS4,Real Sample,River water 35 Jamena,"Wed, 07/10/2019 - 22:00","Wed, 06/05/2019 - 22:00",86,Sremska Mitrovica,Serbia,44.877767,19.083919,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.9,21.9,,Danube River Basin,Danube River Basin,,,
20869,JDS4,Real Sample,River water 34 Jesenice na Dolenjskem,"Wed, 07/10/2019 - 22:00","Wed, 06/05/2019 - 22:00",86,Zapresic,Croatia,45.86157,15.692091,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.9,21.9,,Danube River Basin,Danube River Basin,,,
20870,JDS4,Real Sample,River water 33 Tisza mouth,"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",86,Zrenjanin,Serbia,45.145604,20.282187,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.66,27.5,,Danube River Basin,Danube River Basin,,,
20871,JDS4,Real Sample,River water 32 Tiszasziget - Martonos,"Wed, 07/10/2019 - 22:00","Wed, 06/05/2019 - 22:00",86,Szeged,Hungary,46.186105,20.106786,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.03,25.2,,Danube River Basin,Danube River Basin,,,
20872,JDS4,Real Sample,River water 31 Ilok - Backa Palanka,"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",86,Ilok,Croatia,45.233948,19.380969,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.16,25.7,,Danube River Basin,Danube River Basin,,,
20873,JDS4,Real Sample,River water 30 Drava 5 km upstream Danube confluence,"Wed, 07/10/2019 - 22:00","Wed, 06/05/2019 - 22:00",86,Esztergom,Hungary,45.55221,18.86517,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.9,,Danube River Basin,Danube River Basin,,,
20874,JDS4,Real Sample,River water 29 Hercegszanto - Batina - Bezdan,"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",86,Esztergom,Hungary,45.914079,18.801928,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,23.6,,Danube River Basin,Danube River Basin,,,
20875,JDS4,Real Sample,River water 28 Baja,"Tue, 07/09/2019 - 22:00","Tue, 06/04/2019 - 22:00",86,Esztergom,Hungary,46.201182,18.925556,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.6,22.8,,Danube River Basin,Danube River Basin,,,
20876,JDS4,Real Sample,River water 27 Paks,"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",86,Esztergom,Hungary,46.633827,18.877346,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.6,23.0,,Danube River Basin,Danube River Basin,,,
20877,JDS4,Real Sample,River water 26 Dunafoldvar,"Mon, 07/08/2019 - 22:00","Mon, 06/03/2019 - 22:00",86,Esztergom,Hungary,46.815543,18.924702,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.5,22.8,,Danube River Basin,Danube River Basin,,,
20878,JDS4,Real Sample,River water 25 Tass,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",86,Esztergom,Hungary,46.033748,18.977803,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.8,26.9,,Danube River Basin,Danube River Basin,,,
20879,JDS4,Real Sample,River water 24 Budapest downstream - M0 bridge,"Sun, 07/07/2019 - 22:00","Sun, 06/02/2019 - 22:00",86,Esztergom,Hungary,47.386701,19.010416,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,22.7,,Danube River Basin,Danube River Basin,,,
20880,JDS4,Real Sample,River water 23 Budapest upstream - Megyeri Bridge,"Sat, 07/06/2019 - 22:00","Sat, 06/01/2019 - 22:00",86,Esztergom,Hungary,47.606306,19.095476,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.5,23.1,,Danube River Basin,Danube River Basin,,,
20881,JDS4,Real Sample,River water 22 Szob,"Sat, 07/06/2019 - 22:00","Sat, 06/01/2019 - 22:00",86,Esztergom,Hungary,47.815262,18.861795,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.6,22.7,,Danube River Basin,Danube River Basin,,,
20882,JDS4,Real Sample,River water 21 Salka,"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",86,Stupava,Slovakia,47.88596,18.76256,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.2,25.0,,Danube River Basin,Danube River Basin,,,
20883,JDS4,Real Sample,River water 20 Kamenica,"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",86,Stupava,Slovakia,47.827052,18.72107,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.5,23.3,,Danube River Basin,Danube River Basin,,,
20884,JDS4,Real Sample,River water 19 Komarno,"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",86,Stupava,Slovakia,47.76091,18.14233,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,25.1,,Danube River Basin,Danube River Basin,,,
20885,JDS4,Real Sample,River water 18 Gonyu,"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",86,Stupava,Slovakia,47.746329,17.853306,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.4,21.6,,Danube River Basin,Danube River Basin,,,
20886,JDS4,Real Sample,River water 17 Venek,"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",86,Stupava,Slovakia,47.745198,17.807639,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.4,24.3,,Danube River Basin,Danube River Basin,,,
20887,JDS4,Real Sample,River water 16 Medvedov Medve,"Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",86,Stupava,Slovakia,47.794793,17.659407,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.5,21.3,,Danube River Basin,Danube River Basin,,,
20888,JDS4,Real Sample,"River water 15 Cunovo, Gabcikovo resevoir","Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",86,Stupava,Slovakia,48.035975,17.23098,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.7,20.6,,Danube River Basin,Danube River Basin,,,
20889,JDS4,Real Sample,River water 14 Bratislava,"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",86,Stupava,Slovakia,48.13948,17.104089,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.24,20.4,,Danube River Basin,Danube River Basin,,,
20890,JDS4,Real Sample,River water 13 Devin,"Fri, 07/05/2019 - 22:00","Fri, 05/31/2019 - 22:00",86,Stupava,Slovakia,48.191051,16.976016,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.94,23.1,,Danube River Basin,Danube River Basin,,,
20891,JDS4,Real Sample,River water 12 Lanzhot,"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",86,Breclav,Czech Republic,48.687035,16.988535,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.2,25.0,,Danube River Basin,Danube River Basin,,,
20892,JDS4,Real Sample,River water 11 Pohansko,"Thu, 07/04/2019 - 22:00","Thu, 05/30/2019 - 22:00",86,Breclav,Czech Republic,48.723556,16.884981,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.2,24.2,,Danube River Basin,Danube River Basin,,,
20893,JDS4,Real Sample,"River water 10 Hainburg, upstream Morava","Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",86,Linz,Austria,48.151363,16.943437,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.3,20.6,,Danube River Basin,Danube River Basin,,,
20894,JDS4,Real Sample,River water 09 Klosterneuburg,"Wed, 07/03/2019 - 22:00","Wed, 05/29/2019 - 22:00",86,Linz,Austria,48.329499,16.332155,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.16,19.3,,Danube River Basin,Danube River Basin,,,
20895,JDS4,Real Sample,River water 08 Oberloiben,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",86,Linz,Austria,48.385326,15.533342,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.22,19.3,,Danube River Basin,Danube River Basin,,,
20896,JDS4,Real Sample,River water 07 Enghagen,"Tue, 07/02/2019 - 22:00","Tue, 05/28/2019 - 22:00",86,Linz,Austria,48.241034,14.513545,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.3,18.5,,Danube River Basin,Danube River Basin,,,
20897,JDS4,Real Sample,River water 06 Jochenstein,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Ulm,Germany,48.5216425,13.7038264,,Whole water with determination on each separate phase (sum of all phases),,,0.1,7.99,18.5,,Danube River Basin,Danube River Basin,,,
20898,JDS4,Real Sample,River water 05 Inn at Passau-Ingling below power station,"Mon, 07/01/2019 - 22:00","Mon, 05/27/2019 - 22:00",86,Ulm,Germany,48.557238,13.436065,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,16.0,,Danube River Basin,Danube River Basin,,,
20899,JDS4,Real Sample,River water 04 Niederalteich - Muhlau,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",86,Ulm,Germany,48.772996,13.009893,,Whole water with determination on each separate phase (sum of all phases),,,0.1,6.07,27.6,,Danube River Basin,Danube River Basin,,,
20900,JDS4,Real Sample,River water 03 Kelheim,"Sun, 06/30/2019 - 22:00","Sun, 05/26/2019 - 22:00",86,Ulm,Germany,48.916176,11.866875,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.27,23.5,,Danube River Basin,Danube River Basin,,,
20901,JDS4,Real Sample,River water 02 Bittenbrunn 700m below power station,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",86,Ulm,Germany,48.7347,11.144794,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.25,22.0,,Danube River Basin,Danube River Basin,,,
20902,JDS4,Real Sample,River water 01 Boefinger Halde,"Sat, 06/29/2019 - 22:00","Sat, 05/25/2019 - 22:00",86,Ulm,Germany,48.424005,10.026232,,Whole water with determination on each separate phase (sum of all phases),,,0.1,8.12,20.03,,Danube River Basin,Danube River Basin,,,
